TRANSACTION_ID,TRANSACTION_DATE,STORE_NAME,CITY,PRODUCT_NAME,CATEGORY_DESC,GRAIN,UNIT_PRICE,ITEM_TOTAL_PRICE
TRX-SuperIndoPasteur-000001,2024-06-02,Super Indo Pasteur,Bandung,Sedaap M/G A/Kris,Seasoning,407,3100.0,1261700.0
TRX-SuperIndoPasteur-000001,2024-06-02,Super Indo Pasteur,Bandung,Diamond UHT Cho 1L,Dairy,450,21990.0,9895500.0
TRX-SuperIndoPasteur-000001,2024-06-02,Super Indo Pasteur,Bandung,Kraft Cheddar CH1,Dairy,553,23990.0,13266470.0
TRX-SuperIndoPasteur-000001,2024-06-02,Super Indo Pasteur,Bandung,Diamond UHT Cho 1L,Dairy,307,21990.0,6750930.0
TRX-SuperIndoPasteur-000001,2024-06-02,Super Indo Pasteur,Bandung,K/G Malkist Aroni,Snacks,894,8990.0,8037060.0
TRX-SuperIndoPasteur-000001,2024-06-02,Super Indo Pasteur,Bandung,Brokoli,Vegetables,259,107.0,27713.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,Brokoli,Vegetables,134,107.0,14338.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,Brokoli,Vegetables,459,107.0,49113.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,Dada Ayam Fillet,Meat,510,749.0,381990.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,Wortel Berastagi,Vegetables,305,103.0,31415.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,G/F UHT F/CRM950,Dairy,119,23990.0,2854810.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,Sedaap M/G A/Kris,Seasoning,92,3100.0,285200.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,Buah Naga Merah,Fruits,12,349.0,4188.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,RTE Nasi Ayam Geprek,Ready-to-Eat,582,16450.0,9573900.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,Jamur ENOKIDK100,Vegetables,963,5990.0,5768370.0
TRX-SuperIndoPasteur-000002,2024-07-11,Super Indo Pasteur,Bandung,Dada Ayam Fillet,Meat,553,749.0,414197.0
TRX-SuperIndoPasteur-000003,2024-03-11,Super Indo Pasteur,Bandung,Jamur ENOKIDK100,Vegetables,867,5990.0,5193330.0
TRX-SuperIndoPasteur-000003,2024-03-11,Super Indo Pasteur,Bandung,Dada Ayam Fillet,Meat,63,749.0,47187.0
TRX-SuperIndoPasteur-000003,2024-03-11,Super Indo Pasteur,Bandung,Kraft Cheddar CH1,Dairy,381,23990.0,9140190.0
TRX-SuperIndoPasteur-000004,2024-10-03,Super Indo Pasteur,Bandung,Kanzler Sngls Keju,Snacks,810,8690.0,7038900.0
TRX-SuperIndoPasteur-000005,2024-01-20,Super Indo Pasteur,Bandung,Jamur ENOKIDK100,Vegetables,198,5990.0,1186020.0
TRX-SuperIndoPasteur-000006,2024-03-01,Super Indo Pasteur,Bandung,Dada Ayam Fillet,Meat,489,749.0,366261.0
TRX-SuperIndoPasteur-000006,2024-03-01,Super Indo Pasteur,Bandung,La Fonte Macaroni,Pasta,933,8990.0,8387670.0
TRX-SuperIndoPasteur-000007,2024-01-21,Super Indo Pasteur,Bandung,Saori Saus Tiram,Condiment,195,12390.0,2416050.0
TRX-SuperIndoPasteur-000007,2024-01-21,Super Indo Pasteur,Bandung,K/G Malkist Aroni,Snacks,139,8990.0,1249610.0
TRX-SuperIndoPasteur-000007,2024-01-21,Super Indo Pasteur,Bandung,Dada Ayam Fillet,Meat,508,749.0,380492.0
TRX-SuperIndoPasteur-000007,2024-01-21,Super Indo Pasteur,Bandung,Sedaap M/G A/Kris,Seasoning,323,3100.0,1001300.0
TRX-SuperIndoPasteur-000007,2024-01-21,Super Indo Pasteur,Bandung,La Fonte Macaroni,Pasta,882,8990.0,7929180.0
TRX-SuperIndoPasteur-000007,2024-01-21,Super Indo Pasteur,Bandung,Brokoli,Vegetables,868,107.0,92876.0
TRX-SuperIndoPasteur-000007,2024-01-21,Super Indo Pasteur,Bandung,Brokoli,Vegetables,673,107.0,72011.0
TRX-SuperIndoPasteur-000007,2024-01-21,Super Indo Pasteur,Bandung,Sedaap M/G A/Kris,Seasoning,224,3100.0,694400.0
TRX-SuperIndoPasteur-000008,2024-05-20,Super Indo Pasteur,Bandung,K/G Malkist Aroni,Snacks,561,8990.0,5043390.0
TRX-SuperIndoPasteur-000008,2024-05-20,Super Indo Pasteur,Bandung,PRB Superior 150ml,Beverages,571,17950.0,10249450.0
TRX-SuperIndoPasteur-000008,2024-05-20,Super Indo Pasteur,Bandung,La Fonte Macaroni,Pasta,16,8990.0,143840.0
TRX-SuperIndoPasteur-000008,2024-05-20,Super Indo Pasteur,Bandung,Brokoli,Vegetables,807,107.0,86349.0
TRX-SuperIndoPasteur-000008,2024-05-20,Super Indo Pasteur,Bandung,RTE Nasi Ayam Geprek,Ready-to-Eat,345,16450.0,5675250.0
TRX-SuperIndoPasteur-000008,2024-05-20,Super Indo Pasteur,Bandung,RTE Nasi Ayam Geprek,Ready-to-Eat,191,16450.0,3141950.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,Dada Ayam Fillet,Meat,779,749.0,583471.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,PRB Superior 150ml,Beverages,541,17950.0,9710950.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,Kanzler Sngls Keju,Snacks,767,8690.0,6665230.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,PRB Superior 150ml,Beverages,379,17950.0,6803050.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,Dada Ayam Fillet,Meat,44,749.0,32956.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,RTE Nasi Ayam Geprek,Ready-to-Eat,781,16450.0,12847450.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,Wortel Berastagi,Vegetables,449,103.0,46247.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,Energen Vanilla 10,Beverages,804,22790.0,18323160.0
TRX-SuperIndoPasteur-000009,2024-07-29,Super Indo Pasteur,Bandung,PRB Superior 150ml,Beverages,32,17950.0,574400.0
TRX-SuperIndoPasteur-000010,2024-04-02,Super Indo Pasteur,Bandung,Buah Naga Merah,Fruits,278,349.0,97022.0
TRX-SuperIndoPasteur-000010,2024-04-02,Super Indo Pasteur,Bandung,G/F UHT F/CRM950,Dairy,421,23990.0,10099790.0
TRX-SuperIndoPasteur-000010,2024-04-02,Super Indo Pasteur,Bandung,Energen Vanilla 10,Beverages,923,22790.0,21035170.0
TRX-SuperIndoPasteur-000010,2024-04-02,Super Indo Pasteur,Bandung,Wortel Berastagi,Vegetables,955,103.0,98365.0
TRX-SuperIndoPasteur-000010,2024-04-02,Super Indo Pasteur,Bandung,Sedaap M/G A/Kris,Seasoning,69,3100.0,213900.0
TRX-SuperIndoPasteur-000010,2024-04-02,Super Indo Pasteur,Bandung,Diamond UHT Cho 1L,Dairy,771,21990.0,16954290.0
TRX-SuperIndoPasteur-000010,2024-04-02,Super Indo Pasteur,Bandung,Sedaap M/G A/Kris,Seasoning,348,3100.0,1078800.0
TRX-SuperIndoPasteur-000010,2024-04-02,Super Indo Pasteur,Bandung,Buah Naga Merah,Fruits,296,349.0,103304.0
