TRANSACTION_ID,TRANSACTION_DATE,STORE_NAME,CITY,PRODUCT_NAME,CATEGORY_DESC,GRAIN,UNIT_PRICE,ITEM_TOTAL_PRICE
TRX-SuperIndoKalimalang-000001,2024-03-08,Super Indo Kalimalang,Jakarta Timur,RTE Nasi Ayam Geprek,Ready-to-Eat,109,16450.0,1793050.0
TRX-SuperIndoKalimalang-000001,2024-03-08,Super Indo Kalimalang,Jakarta Timur,PRB Superior 150ml,Beverages,71,17950.0,1274450.0
TRX-SuperIndoKalimalang-000002,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Wortel Berastagi,Vegetables,239,103.0,24617.0
TRX-SuperIndoKalimalang-000002,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Kanzler Sngls Keju,Snacks,493,8690.0,4284170.0
TRX-SuperIndoKalimalang-000002,2024-09-12,Super Indo Kalimalang,Jakarta Timur,RTE Nasi Ayam Geprek,Ready-to-Eat,345,16450.0,5675250.0
TRX-SuperIndoKalimalang-000002,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Sedaap M/G A/Kris,Seasoning,545,3100.0,1689500.0
TRX-SuperIndoKalimalang-000002,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Kanzler Sngls Keju,Snacks,246,8690.0,2137740.0
TRX-SuperIndoKalimalang-000002,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Brokoli,Vegetables,140,107.0,14980.0
TRX-SuperIndoKalimalang-000002,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Diamond UHT Cho 1L,Dairy,172,21990.0,3782280.0
TRX-SuperIndoKalimalang-000002,2024-09-12,Super Indo Kalimalang,Jakarta Timur,G/F UHT F/CRM950,Dairy,413,23990.0,9907870.0
TRX-SuperIndoKalimalang-000003,2024-02-05,Super Indo Kalimalang,Jakarta Timur,Sedaap M/G A/Kris,Seasoning,886,3100.0,2746600.0
TRX-SuperIndoKalimalang-000003,2024-02-05,Super Indo Kalimalang,Jakarta Timur,Kraft Cheddar CH1,Dairy,776,23990.0,18616240.0
TRX-SuperIndoKalimalang-000003,2024-02-05,Super Indo Kalimalang,Jakarta Timur,Kanzler Sngls Keju,Snacks,324,8690.0,2815560.0
TRX-SuperIndoKalimalang-000003,2024-02-05,Super Indo Kalimalang,Jakarta Timur,Saori Saus Tiram,Condiment,232,12390.0,2874480.0
TRX-SuperIndoKalimalang-000004,2024-03-10,Super Indo Kalimalang,Jakarta Timur,PRB Superior 150ml,Beverages,374,17950.0,6713300.0
TRX-SuperIndoKalimalang-000004,2024-03-10,Super Indo Kalimalang,Jakarta Timur,Kraft Cheddar CH1,Dairy,859,23990.0,20607410.0
TRX-SuperIndoKalimalang-000004,2024-03-10,Super Indo Kalimalang,Jakarta Timur,Brokoli,Vegetables,566,107.0,60562.0
TRX-SuperIndoKalimalang-000004,2024-03-10,Super Indo Kalimalang,Jakarta Timur,La Fonte Macaroni,Pasta,320,8990.0,2876800.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,Energen Vanilla 10,Beverages,56,22790.0,1276240.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,Sedaap M/G A/Kris,Seasoning,129,3100.0,399900.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,RTE Nasi Ayam Geprek,Ready-to-Eat,450,16450.0,7402500.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,Diamond UHT Cho 1L,Dairy,951,21990.0,20912490.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,Wortel Berastagi,Vegetables,505,103.0,52015.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,Energen Vanilla 10,Beverages,321,22790.0,7315590.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,K/G Malkist Aroni,Snacks,361,8990.0,3245390.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,Energen Vanilla 10,Beverages,418,22790.0,9526220.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,Wortel Berastagi,Vegetables,882,103.0,90846.0
TRX-SuperIndoKalimalang-000005,2024-10-02,Super Indo Kalimalang,Jakarta Timur,Energen Vanilla 10,Beverages,942,22790.0,21468180.0
TRX-SuperIndoKalimalang-000006,2023-12-14,Super Indo Kalimalang,Jakarta Timur,K/G Malkist Aroni,Snacks,486,8990.0,4369140.0
TRX-SuperIndoKalimalang-000006,2023-12-14,Super Indo Kalimalang,Jakarta Timur,Energen Vanilla 10,Beverages,290,22790.0,6609100.0
TRX-SuperIndoKalimalang-000006,2023-12-14,Super Indo Kalimalang,Jakarta Timur,Diamond UHT Cho 1L,Dairy,981,21990.0,21572190.0
TRX-SuperIndoKalimalang-000007,2024-10-08,Super Indo Kalimalang,Jakarta Timur,Wortel Berastagi,Vegetables,643,103.0,66229.0
TRX-SuperIndoKalimalang-000007,2024-10-08,Super Indo Kalimalang,Jakarta Timur,Buah Naga Merah,Fruits,616,349.0,214984.0
TRX-SuperIndoKalimalang-000007,2024-10-08,Super Indo Kalimalang,Jakarta Timur,La Fonte Macaroni,Pasta,521,8990.0,4683790.0
TRX-SuperIndoKalimalang-000007,2024-10-08,Super Indo Kalimalang,Jakarta Timur,Energen Vanilla 10,Beverages,96,22790.0,2187840.0
TRX-SuperIndoKalimalang-000007,2024-10-08,Super Indo Kalimalang,Jakarta Timur,La Fonte Macaroni,Pasta,169,8990.0,1519310.0
TRX-SuperIndoKalimalang-000007,2024-10-08,Super Indo Kalimalang,Jakarta Timur,PRB Superior 150ml,Beverages,476,17950.0,8544200.0
TRX-SuperIndoKalimalang-000008,2024-09-13,Super Indo Kalimalang,Jakarta Timur,Brokoli,Vegetables,119,107.0,12733.0
TRX-SuperIndoKalimalang-000008,2024-09-13,Super Indo Kalimalang,Jakarta Timur,RTE Nasi Ayam Geprek,Ready-to-Eat,461,16450.0,7583450.0
TRX-SuperIndoKalimalang-000008,2024-09-13,Super Indo Kalimalang,Jakarta Timur,RTE Nasi Ayam Geprek,Ready-to-Eat,362,16450.0,5954900.0
TRX-SuperIndoKalimalang-000008,2024-09-13,Super Indo Kalimalang,Jakarta Timur,Jamur ENOKIDK100,Vegetables,826,5990.0,4947740.0
TRX-SuperIndoKalimalang-000008,2024-09-13,Super Indo Kalimalang,Jakarta Timur,Sedaap M/G A/Kris,Seasoning,267,3100.0,827700.0
TRX-SuperIndoKalimalang-000008,2024-09-13,Super Indo Kalimalang,Jakarta Timur,Jamur ENOKIDK100,Vegetables,73,5990.0,437270.0
TRX-SuperIndoKalimalang-000008,2024-09-13,Super Indo Kalimalang,Jakarta Timur,Kanzler Sngls Keju,Snacks,622,8690.0,5405180.0
TRX-SuperIndoKalimalang-000008,2024-09-13,Super Indo Kalimalang,Jakarta Timur,RTE Nasi Ayam Geprek,Ready-to-Eat,489,16450.0,8044050.0
TRX-SuperIndoKalimalang-000009,2024-04-09,Super Indo Kalimalang,Jakarta Timur,Saori Saus Tiram,Condiment,465,12390.0,5761350.0
TRX-SuperIndoKalimalang-000010,2024-02-02,Super Indo Kalimalang,Jakarta Timur,Diamond UHT Cho 1L,Dairy,475,21990.0,10445250.0
TRX-SuperIndoKalimalang-000010,2024-02-02,Super Indo Kalimalang,Jakarta Timur,Saori Saus Tiram,Condiment,343,12390.0,4249770.0
TRX-SuperIndoKalimalang-000010,2024-02-02,Super Indo Kalimalang,Jakarta Timur,Kraft Cheddar CH1,Dairy,61,23990.0,1463390.0
TRX-SuperIndoKalimalang-000010,2024-02-02,Super Indo Kalimalang,Jakarta Timur,Brokoli,Vegetables,722,107.0,77254.0
TRX-SuperIndoKalimalang-000010,2024-02-02,Super Indo Kalimalang,Jakarta Timur,La Fonte Macaroni,Pasta,732,8990.0,6580680.0
TRX-SuperIndoKalimalang-000010,2024-02-02,Super Indo Kalimalang,Jakarta Timur,Telur Ayam Negeri,Eggs,882,269.5,237699.0
TRX-SuperIndoKalimalang-000011,2024-02-16,Super Indo Kalimalang,Jakarta Timur,G/F UHT F/CRM950,Dairy,388,23990.0,9308120.0
TRX-SuperIndoKalimalang-000011,2024-02-16,Super Indo Kalimalang,Jakarta Timur,Brokoli,Vegetables,439,107.0,46973.0
TRX-SuperIndoKalimalang-000011,2024-02-16,Super Indo Kalimalang,Jakarta Timur,Wortel Berastagi,Vegetables,923,103.0,95069.0
TRX-SuperIndoKalimalang-000012,2024-07-20,Super Indo Kalimalang,Jakarta Timur,G/F UHT F/CRM950,Dairy,808,23990.0,19383920.0
TRX-SuperIndoKalimalang-000012,2024-07-20,Super Indo Kalimalang,Jakarta Timur,G/F UHT F/CRM950,Dairy,576,23990.0,13818240.0
TRX-SuperIndoKalimalang-000012,2024-07-20,Super Indo Kalimalang,Jakarta Timur,Dada Ayam Fillet,Meat,643,749.0,481607.0
TRX-SuperIndoKalimalang-000012,2024-07-20,Super Indo Kalimalang,Jakarta Timur,Telur Ayam Negeri,Eggs,744,269.5,200508.0
TRX-SuperIndoKalimalang-000012,2024-07-20,Super Indo Kalimalang,Jakarta Timur,Kraft Cheddar CH1,Dairy,208,23990.0,4989920.0
TRX-SuperIndoKalimalang-000012,2024-07-20,Super Indo Kalimalang,Jakarta Timur,K/G Malkist Aroni,Snacks,300,8990.0,2697000.0
TRX-SuperIndoKalimalang-000012,2024-07-20,Super Indo Kalimalang,Jakarta Timur,Brokoli,Vegetables,534,107.0,57138.0
TRX-SuperIndoKalimalang-000013,2024-11-16,Super Indo Kalimalang,Jakarta Timur,PRB Superior 150ml,Beverages,561,17950.0,10069950.0
TRX-SuperIndoKalimalang-000013,2024-11-16,Super Indo Kalimalang,Jakarta Timur,Kraft Cheddar CH1,Dairy,642,23990.0,15401580.0
TRX-SuperIndoKalimalang-000013,2024-11-16,Super Indo Kalimalang,Jakarta Timur,La Fonte Macaroni,Pasta,334,8990.0,3002660.0
TRX-SuperIndoKalimalang-000013,2024-11-16,Super Indo Kalimalang,Jakarta Timur,Kraft Cheddar CH1,Dairy,186,23990.0,4462140.0
TRX-SuperIndoKalimalang-000013,2024-11-16,Super Indo Kalimalang,Jakarta Timur,Sedaap M/G A/Kris,Seasoning,3,3100.0,9300.0
TRX-SuperIndoKalimalang-000013,2024-11-16,Super Indo Kalimalang,Jakarta Timur,Sedaap M/G A/Kris,Seasoning,696,3100.0,2157600.0
TRX-SuperIndoKalimalang-000013,2024-11-16,Super Indo Kalimalang,Jakarta Timur,Kanzler Sngls Keju,Snacks,381,8690.0,3310890.0
TRX-SuperIndoKalimalang-000014,2024-07-28,Super Indo Kalimalang,Jakarta Timur,Energen Vanilla 10,Beverages,390,22790.0,8888100.0
TRX-SuperIndoKalimalang-000014,2024-07-28,Super Indo Kalimalang,Jakarta Timur,Wortel Berastagi,Vegetables,448,103.0,46144.0
TRX-SuperIndoKalimalang-000014,2024-07-28,Super Indo Kalimalang,Jakarta Timur,Buah Naga Merah,Fruits,433,349.0,151117.0
TRX-SuperIndoKalimalang-000014,2024-07-28,Super Indo Kalimalang,Jakarta Timur,Jamur ENOKIDK100,Vegetables,597,5990.0,3576030.0
TRX-SuperIndoKalimalang-000014,2024-07-28,Super Indo Kalimalang,Jakarta Timur,Telur Ayam Negeri,Eggs,745,269.5,200777.5
TRX-SuperIndoKalimalang-000014,2024-07-28,Super Indo Kalimalang,Jakarta Timur,Dada Ayam Fillet,Meat,47,749.0,35203.0
TRX-SuperIndoKalimalang-000015,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Sedaap M/G A/Kris,Seasoning,922,3100.0,2858200.0
TRX-SuperIndoKalimalang-000015,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Kanzler Sngls Keju,Snacks,785,8690.0,6821650.0
TRX-SuperIndoKalimalang-000015,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Brokoli,Vegetables,376,107.0,40232.0
TRX-SuperIndoKalimalang-000015,2024-09-12,Super Indo Kalimalang,Jakarta Timur,PRB Superior 150ml,Beverages,590,17950.0,10590500.0
TRX-SuperIndoKalimalang-000015,2024-09-12,Super Indo Kalimalang,Jakarta Timur,K/G Malkist Aroni,Snacks,162,8990.0,1456380.0
TRX-SuperIndoKalimalang-000015,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Telur Ayam Negeri,Eggs,19,269.5,5120.5
TRX-SuperIndoKalimalang-000015,2024-09-12,Super Indo Kalimalang,Jakarta Timur,Buah Naga Merah,Fruits,614,349.0,214286.0
TRX-SuperIndoKalimalang-000015,2024-09-12,Super Indo Kalimalang,Jakarta Timur,PRB Superior 150ml,Beverages,445,17950.0,7987750.0
TRX-SuperIndoKalimalang-000016,2024-04-10,Super Indo Kalimalang,Jakarta Timur,Diamond UHT Cho 1L,Dairy,309,21990.0,6794910.0
TRX-SuperIndoKalimalang-000017,2024-04-20,Super Indo Kalimalang,Jakarta Timur,RTE Nasi Ayam Geprek,Ready-to-Eat,637,16450.0,10478650.0
