TRANSACTION_ID,TRANSACTION_DATE,STORE_NAME,CITY,PRODUCT_NAME,CATEGORY_DESC,GRAIN,UNIT_PRICE,ITEM_TOTAL_PRICE
TRX-SuperIndoSudirman-000001,2024-08-17,Super Indo Sudirman,Denpasar,RTE Nasi Ayam Geprek,Ready-to-Eat,409,16450.0,6728050.0
TRX-SuperIndoSudirman-000001,2024-08-17,Super Indo Sudirman,Denpasar,Telur Ayam Negeri,Eggs,10,269.5,2695.0
TRX-SuperIndoSudirman-000002,2024-04-07,Super Indo Sudirman,Denpasar,RTE Nasi Ayam Geprek,Ready-to-Eat,608,16450.0,10001600.0
TRX-SuperIndoSudirman-000002,2024-04-07,Super Indo Sudirman,Denpasar,Energen Vanilla 10,Beverages,582,22790.0,13263780.0
TRX-SuperIndoSudirman-000002,2024-04-07,Super Indo Sudirman,Denpasar,RTE Nasi Ayam Geprek,Ready-to-Eat,121,16450.0,1990450.0
TRX-SuperIndoSudirman-000002,2024-04-07,Super Indo Sudirman,Denpasar,Wortel Berastagi,Vegetables,665,103.0,68495.0
TRX-SuperIndoSudirman-000003,2024-10-31,Super Indo Sudirman,Denpasar,G/F UHT F/CRM950,Dairy,972,23990.0,23318280.0
TRX-SuperIndoSudirman-000004,2024-07-03,Super Indo Sudirman,Denpasar,Buah Naga Merah,Fruits,845,349.0,294905.0
TRX-SuperIndoSudirman-000004,2024-07-03,Super Indo Sudirman,Denpasar,Wortel Berastagi,Vegetables,703,103.0,72409.0
TRX-SuperIndoSudirman-000004,2024-07-03,Super Indo Sudirman,Denpasar,Diamond UHT Cho 1L,Dairy,572,21990.0,12578280.0
TRX-SuperIndoSudirman-000004,2024-07-03,Super Indo Sudirman,Denpasar,K/G Malkist Aroni,Snacks,417,8990.0,3748830.0
TRX-SuperIndoSudirman-000005,2024-05-15,Super Indo Sudirman,Denpasar,Kanzler Sngls Keju,Snacks,152,8690.0,1320880.0
TRX-SuperIndoSudirman-000005,2024-05-15,Super Indo Sudirman,Denpasar,Kraft Cheddar CH1,Dairy,968,23990.0,23222320.0
