TRANSACTION_ID,TRANSACTION_DATE,STORE_NAME,CITY,PRODUCT_NAME,CATEGORY_DESC,GRAIN,UNIT_PRICE,ITEM_TOTAL_PRICE
TRX-SuperIndoPalembang-000001,2024-11-07,Super Indo Palembang,Palembang,Energen Vanilla 10,Beverages,404,22790.0,9207160.0
TRX-SuperIndoPalembang-000001,2024-11-07,Super Indo Palembang,Palembang,RTE Nasi Ayam Geprek,Ready-to-Eat,458,16450.0,7534100.0
TRX-SuperIndoPalembang-000001,2024-11-07,Super Indo Palembang,Palembang,Dada Ayam Fillet,Meat,667,749.0,499583.0
TRX-SuperIndoPalembang-000001,2024-11-07,Super Indo Palembang,Palembang,PRB Superior 150ml,Beverages,258,17950.0,4631100.0
TRX-SuperIndoPalembang-000001,2024-11-07,Super Indo Palembang,Palembang,Sedaap M/G A/Kris,Seasoning,411,3100.0,1274100.0
TRX-SuperIndoPalembang-000001,2024-11-07,Super Indo Palembang,Palembang,PRB Superior 150ml,Beverages,775,17950.0,13911250.0
TRX-SuperIndoPalembang-000001,2024-11-07,Super Indo Palembang,Palembang,Jamur ENOKIDK100,Vegetables,94,5990.0,563060.0
TRX-SuperIndoPalembang-000001,2024-11-07,Super Indo Palembang,Palembang,Brokoli,Vegetables,731,107.0,78217.0
TRX-SuperIndoPalembang-000002,2024-06-03,Super Indo Palembang,Palembang,Kraft Cheddar CH1,Dairy,908,23990.0,21782920.0
TRX-SuperIndoPalembang-000002,2024-06-03,Super Indo Palembang,Palembang,Diamond UHT Cho 1L,Dairy,183,21990.0,4024170.0
TRX-SuperIndoPalembang-000002,2024-06-03,Super Indo Palembang,Palembang,Jamur ENOKIDK100,Vegetables,837,5990.0,5013630.0
TRX-SuperIndoPalembang-000002,2024-06-03,Super Indo Palembang,Palembang,PRB Superior 150ml,Beverages,897,17950.0,16101150.0
TRX-SuperIndoPalembang-000002,2024-06-03,Super Indo Palembang,Palembang,Energen Vanilla 10,Beverages,177,22790.0,4033830.0
